employees,8.719033232628398
group,7.716012084592145
environmental,7.468277945619335
company,6.930513595166163
environment,6.057401812688822
csr,5.818731117824774
management,5.779456193353474
report,5.59214501510574
business,5.38368580060423
responsibility,5.2990936555891235
work,5.163141993957704
social,5.117824773413897
energy,5.003021148036254
policy,4.214501510574018
consumption,4.2024169184290034
corporate,4.148036253776435
development,4.069486404833837
new,4.066465256797583
production,4.021148036253776
safety,3.9546827794561934
working,3.8429003021148036
bank,3.7492447129909365
activities,3.6253776435045317
year,3.580060422960725
products,3.1419939577039275
focus,3.084592145015106
suppliers,3.081570996978852
number,3.0332326283987916
financial,2.909365558912387
employee,2.6283987915407856
board,2.5770392749244713
health,2.5709969788519635
ensure,2.5619335347432024
well,2.489425981873112
areas,2.4682779456193353
customers,2.4531722054380665
waste,2.4441087613293053
part,2.416918429003021
local,2.380664652567976
annual,2.3504531722054383
rights,2.305135951661631
policies,2.302114803625378
co,2.299093655589124
based,2.2447129909365557
danish,2.1812688821752264
use,2.1722054380664653
training,2.084592145015106
conduct,2.054380664652568
quality,2.0513595166163143
human,2.015105740181269
requirements,1.9788519637462236
impact,1.9637462235649548
emissions,1.9516616314199395
initiatives,1.848942598187311
product,1.7794561933534743
responsible,1.755287009063444
international,1.716012084592145
code,1.7099697885196374
principles,1.700906344410876
years,1.6978851963746224
area,1.6827794561933536
performance,1.6555891238670695
system,1.6525679758308156
results,1.6223564954682779
reporting,1.6102719033232629
total,1.5830815709969788
reduce,1.5709969788519638
denmark,1.5619335347432024
standards,1.5589123867069485
basis,1.555891238670695
materials,1.5468277945619335
efforts,1.5317220543806647
time,1.4954682779456194
water,1.486404833836858
process,1.4682779456193353
high,1.4531722054380665
important,1.4531722054380665
directors,1.4501510574018126
global,1.4501510574018126
used,1.4350453172205437
companies,1.4229607250755287
relevant,1.4138972809667674
must,1.4018126888217524
accidents,1.3957703927492446
absence,1.3746223564954683
general,1.3746223564954683
information,1.3595166163141994
good,1.353474320241692
key,1.3474320241691844
risk,1.3323262839879153
respect,1.3141993957703928
labour,1.3051359516616314
compliance,1.2900302114803626
level,1.2900302114803626
support,1.2900302114803626
data,1.283987915407855
guidelines,1.2809667673716012
therefore,1.2749244712990937
corruption,1.256797583081571
order,1.241691842900302
among,1.2386706948640482
reduction,1.2175226586102719
values,1.2145015105740182
gender,1.2114803625377644
conditions,1.1993957703927491
made,1.1963746223564955
members,1.190332326283988
climate,1.1752265861027191
individual,1.1722054380664653
related,1.1601208459214503
continue,1.1570996978851964
value,1.1540785498489425
future,1.1540785498489425
staff,1.151057401812689
processes,1.1389728096676737
people,1.1389728096676737
customer,1.1389728096676737
section,1.1329305135951662
addition,1.1299093655589123
organisation,1.1238670694864048
women,1.1238670694864048
external,1.1027190332326284
supplier,1.1027190332326284
set,1.093655589123867
possible,1.081570996978852
partners,1.0785498489425982
way,1.0634441087613293
legislation,1.0634441087613293
target,1.0453172205438066
stakeholders,1.0362537764350452
issues,1.0302114803625377
www,1.0181268882175227
sustainable,1.0151057401812689
thus,1.0090634441087614
implemented,1.0030211480362539
due,1.0030211480362539
comply,0.9939577039274925
project,0.9909365558912386
action,0.9909365558912386
goals,0.9788519637462235
industry,0.9788519637462235
following,0.972809667673716
review,0.9697885196374623
raw,0.9697885196374623
increase,0.9577039274924471
improve,0.9546827794561934
life,0.9546827794561934
managers,0.9516616314199395
satisfaction,0.9516616314199395
two,0.9486404833836858
procedures,0.945619335347432
reducing,0.9425981873111783
internal,0.9335347432024169
make,0.9305135951661632
ethics,0.9274924471299094
ethical,0.9244712990936556
include,0.918429003021148
specific,0.918429003021148
countries,0.9154078549848943
act,0.9154078549848943
anti,0.9123867069486404
established,0.9123867069486404
iso,0.9093655589123867
workplace,0.9063444108761329
average,0.9063444108761329
services,0.9033232628398792
goal,0.8972809667673716
ships,0.8942598187311178
occupational,0.8912386706948641
society,0.8821752265861027
material,0.8821752265861027
place,0.8821752265861027
facilities,0.8821752265861027
rules,0.879154078549849
continued,0.8761329305135952
actions,0.8700906344410876
un,0.8640483383685801
increased,0.851963746223565
projects,0.851963746223565
regulations,0.8489425981873112
job,0.8398791540785498
eu,0.8368580060422961
best,0.8368580060422961
programme,0.8368580060422961
resources,0.8338368580060423
diversity,0.824773413897281
systems,0.8217522658610272
certification,0.8187311178247734
operations,0.8126888217522659
end,0.8006042296072508
ongoing,0.7945619335347432
recycling,0.7915407854984894
strategy,0.7824773413897281
day,0.7824773413897281
accordance,0.7824773413897281
result,0.7794561933534743
statement,0.7794561933534743
according,0.7764350453172205
environmentally,0.7764350453172205
levels,0.7734138972809668
com,0.770392749244713
safe,0.770392749244713
long,0.7643504531722054
electricity,0.7613293051359517
developed,0.7522658610271903
significant,0.7492447129909365
emission,0.7492447129909365
connection,0.7492447129909365
many,0.7462235649546828
cr,0.7462235649546828
provide,0.7462235649546828
efficiency,0.7401812688821753
community,0.7401812688821753
continuously,0.7371601208459214
chain,0.7371601208459214
overall,0.7341389728096677
compared,0.7341389728096677
standard,0.7311178247734139
practice,0.7311178247734139
oil,0.7311178247734139
aim,0.7280966767371602
rate,0.7250755287009063
supply,0.7190332326283988
carbon,0.716012084592145
dialogue,0.716012084592145
knowledge,0.716012084592145
terms,0.716012084592145
current,0.716012084592145
positive,0.7129909365558912
assessment,0.7129909365558912
targets,0.7129909365558912
improvements,0.7129909365558912
special,0.7099697885196374
included,0.7039274924471299
executive,0.7039274924471299
improvement,0.7039274924471299
regarding,0.7039274924471299
governance,0.7039274924471299
however,0.7039274924471299
develop,0.7039274924471299
